candidate,primary_selected,window,scenario,cohort,count,median_cagr,median_total_return,median_excess_cagr,outperform_rate,median_sharpe,median_sharpe_excess,higher_sharpe_rate,sharpe_pairs,median_drawdown,median_exposure,median_entries,activity_rate,all_cash,cagr8_rate,positive_rate
R11_BREADTH250_0.2_0.7,False,reserved,cost2x,primary,381,13.551893868611797,40.43884418501087,-4.398683964838044,0.4330708661417323,0.7730501140495116,0.2109201631437987,0.6561679790026247,381,17.260658243187997,0.19148936170212766,2.0,1.0,0,0.6745406824146981,0.9028871391076115
R11_BREADTH250_0.2_0.7,False,reserved,cost2x,full10,275,13.594577625443915,40.5799521644703,-5.051841793118882,0.4109090909090909,0.8338503034406977,0.24082162168394894,0.6763636363636364,275,15.691670852529072,0.19148936170212766,2.0,1.0,0,0.6981818181818182,0.92
R11_BREADTH250_0.2_0.7,False,reserved,delay1,all,461,10.212328525078295,29.159781388908822,-4.36478201642867,0.44251626898047725,0.7373194044859951,0.20697718243788343,0.625,400,15.730337716054043,0.1899696048632219,2.0,0.8676789587852495,61,0.5661605206073753,0.7635574837310195
R11_BREADTH250_0.2_0.7,False,reserved,delay1,primary,381,13.232997404918612,39.38741051427284,-5.151422054596267,0.4146981627296588,0.7585459873354569,0.21555511314613526,0.6325459317585301,381,17.31843230452047,0.1899696048632219,2.0,1.0,0,0.6719160104986877,0.9002624671916011
R11_BREADTH250_0.2_0.7,False,reserved,delay1,full10,275,13.558689677354696,40.461304473797654,-5.844239072439716,0.3927272727272727,0.8439665013695877,0.26328728751677194,0.6509090909090909,275,15.571396009005412,0.1899696048632219,2.0,1.0,0,0.6981818181818182,0.92
R11_HORIZON_BAG,False,full,base,all,461,6.569301074240519,69.76377912668413,3.055298745437419,0.6052060737527115,0.45872795808705696,0.1368045543387245,0.6563981042654028,422,36.96762790571645,0.28163322869054047,16.0,0.9154013015184381,39,0.39913232104121477,0.806941431670282
R11_HORIZON_BAG,False,full,base,primary,370,7.6496993345231745,94.95791815219712,2.932332282200412,0.6162162162162163,0.4756122142429079,0.1449950946690473,0.6864864864864865,370,40.59474590067556,0.28242076484149065,16.0,1.0,0,0.4648648648648649,0.9432432432432433
R11_HORIZON_BAG,False,full,base,full10,275,7.418021499291472,104.43666056716702,1.6456471757143598,0.5818181818181818,0.4760895257462669,0.12584783310558578,0.6836363636363636,275,39.994941684331586,0.2827676175608658,16.0,1.0,0,0.45454545454545453,0.9563636363636364
R11_HORIZON_BAG,False,full,cost2x,all,461,6.439756055588242,67.22167293491272,2.9632237778042025,0.6030368763557483,0.45108265646389734,0.13079937034935202,0.6516587677725119,422,36.96762790571645,0.28159684322166084,16.0,0.9154013015184381,39,0.3926247288503254,0.8004338394793926
R11_HORIZON_BAG,False,full,cost2x,primary,370,7.487464067821237,91.87765957587804,2.8060186376100185,0.6135135135135135,0.46647972652452807,0.13864763562663057,0.6810810810810811,370,40.594745900675576,0.28238117528344553,16.0,1.0,0,0.45675675675675675,0.9351351351351351
R11_HORIZON_BAG,False,full,cost2x,full10,275,7.247914459969129,101.22436066783168,1.5078918221835602,0.5781818181818181,0.4665173831542582,0.12122457014448862,0.68,275,40.14177687881679,0.2827278565677026,16.0,1.0,0,0.44727272727272727,0.9490909090909091
R11_HORIZON_BAG,False,full,delay1,all,461,6.768190519787676,76.64774659616378,3.102083751609963,0.6225596529284165,0.4640947669922387,0.14908786862800086,0.6872037914691943,422,36.27450186334277,0.2811599400818257,16.0,0.9154013015184381,39,0.42950108459869846,0.8112798264642083
R11_HORIZON_BAG,False,full,delay1,primary,370,7.941453120788411,99.56231429690685,2.8196460917597537,0.6378378378378379,0.4782287441145844,0.15332843274356184,0.7162162162162162,370,40.47719123755033,0.2822443311876189,16.0,1.0,0,0.5,0.9405405405405406
R11_HORIZON_BAG,False,full,delay1,full10,275,7.783798173416434,111.5008022638372,1.928078704198466,0.610909090909091,0.485783420798589,0.14894352006121103,0.7236363636363636,275,39.593000502518116,0.28257782102373913,16.0,1.0,0,0.48727272727272725,0.9563636363636364
R11_HORIZON_BAG,False,reserved,base,all,461,8.126371571355161,22.131098202581747,-5.719270097858178,0.3947939262472885,0.594318326444822,0.0508232993915293,0.5284360189573459,422,16.4943096707431,0.19675045259283377,6.0,0.9154013015184381,39,0.5032537960954447,0.735357917570499
R11_HORIZON_BAG,False,reserved,base,primary,381,10.21738269124488,29.6875439207978,-7.125216071863827,0.3569553805774278,0.6351767492949126,0.06954416669524793,0.5406824146981627,381,17.492490602155144,0.19681903912010493,6.0,1.0,0,0.5879265091863517,0.8503937007874016
R11_HORIZON_BAG,False,reserved,base,full10,275,10.21738269124488,29.6875439207978,-8.237312681246744,0.3418181818181818,0.6807896910165139,0.0988098503854441,0.5381818181818182,275,15.978886273148795,0.19685884632545195,6.0,1.0,0,0.5963636363636363,0.8690909090909091
R11_HORIZON_BAG,False,reserved,cost2x,all,461,7.91762148066284,21.76525330946877,-5.837032154223886,0.3926247288503254,0.5843736296160837,0.04452050773424904,0.5284360189573459,422,16.494309670743114,0.1967440607354421,6.0,0.9154013015184381,39,0.4924078091106291,0.7266811279826464
R11_HORIZON_BAG,False,reserved,cost2x,primary,381,9.970178960164745,28.911747017730093,-7.214330870820007,0.3543307086614173,0.6224178101230811,0.057439849429925915,0.5406824146981627,381,17.492490602155144,0.19681256862324667,6.0,1.0,0,0.5748031496062992,0.8398950131233596
R11_HORIZON_BAG,False,reserved,cost2x,full10,275,9.970178960164745,28.911747017730093,-8.3456637564427,0.3418181818181818,0.6638516907571682,0.0902559128474189,0.5381818181818182,275,15.978886273148806,0.1968524308943309,6.0,1.0,0,0.5854545454545454,0.8545454545454545
R11_HORIZON_BAG,False,reserved,delay1,all,461,8.051403098224874,21.77464625433936,-6.217515692290987,0.39913232104121477,0.5938111373085013,0.057680030610903946,0.533175355450237,422,16.431911292559008,0.19567268585773198,6.0,0.9154013015184381,39,0.5032537960954447,0.7396963123644251
